Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
ResUtilStartResourceService,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilStopResourceService,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilStopService,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilVerifyPrivatePropertyList,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilVerifyPropertyTable,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilVerifyResourceService,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
ResUtilVerifyService,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,Resutils.lib,,function
SetClusterGroupName,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterGroupNodeList,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterName,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterNetworkName,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterNetworkPriorityOrder,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterQuorumResource,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
SetClusterResourceName,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,Clusapi.lib,,function
IGetClusterDataInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterGroupInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterNetInterfaceInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterNetworkInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterNodeInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterObjectInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterResourceInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IGetClusterUIInfo,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWCContextMenuCallback,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWCPropertySheetCallback,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWCWizard97Callback,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWCWizardCallback,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWEExtendContextMenu,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWEExtendPropertySheet,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWEExtendWizard,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWEExtendWizard97,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
IWEInvokeCommand,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Cluadmex.idl,,Cluadmex.lib,,interface
ALIGN_CLUSPROP,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLRES_V1_FUNCTION_TABLE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Resapi.h,,,,macro
CLUSPROP_BINARY_DECLARE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLUSPROP_PROPERTY_NAME_DECLARE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLUSPROP_SZ_DECLARE,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLUSTER_GET_MAJOR_VERSION,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLUSTER_GET_MINOR_VERSION,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
CLUSTER_MAKE_VERSION,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Clusapi.h,,,,macro
ClusApplication,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusApplication Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusCryptoKeys,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusDisk,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusDisk Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusDisks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetInterface,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetInterface Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetInterfaces,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetwork,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetwork Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetworkNetInterfaces,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNetworks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNode,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNode Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNodeNetInterfaces,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusNodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPartition,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPartition Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPartitions,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusProperties,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusProperty,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusProperty Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPropertyValue,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPropertyValue Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPropertyValueData,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusPropertyValues,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusRegistryKeys,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResDependencies,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResGroup,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResGroup Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResGroupPreferredOwnerNodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResGroupResources,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResGroups,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResource,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResource Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResources,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResPossibleOwnerNodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResType,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResType Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResTypePossibleOwnerNodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResTypeResources,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusResTypes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusScsiAddress,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusScsiAddress Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
Cluster,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
Cluster Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusterNames,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusVersion,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
ClusVersion Object,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
DomainNames,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,Msclus.idl,,Msclus.tlb,,object
Adapter Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Address Property for IP Addresses,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Address Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Address Property for Networks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AddressMask Property for Networks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Clusters,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Groups,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Networks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AdminExtensions Property for Resources,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
AutoFailbackType Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
BackupPath Property for the DHCP Service,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
BackupPath Property for the WINS Service,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
BuildNumber Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
CommandLine Property for Generic Applications,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
ConditionalMount Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
CSDVersion Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
CurrentDirectory Property for Generic Applications,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DatabasePath Property for the DHCP Service,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DatabasePath Property for the WINS Service,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DebugControlFunctions Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DebugPrefix Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DebugPrefix Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DefaultNetworkRole Property for Clusters,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DefaultSpoolDirectory Property for Print Spoolers,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Clusters,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Networks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Nodes,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Description Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DiskInfo Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
DllName Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Drive Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
EnableEventLogReplication Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
EnableNetBIOS Property for IP Addresses,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
FailbackWindowEnd Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
FailbackWindowStart Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
FailoverPeriod Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
FailoverThreshold Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
HideSubDirShares Property for File Shares,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
InteractWithDesktop Property for Generic Applications,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
IsAlivePollInterval Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
IsAlivePollInterval Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
IsDfsRoot Property for File Shares,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
JobCompletionTimeout Property for Print Spoolers,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
LooksAlivePollInterval Property for Resource Types,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
LooksAlivePollInterval Property for Resources,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
MajorVersion Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
MaxUsers Property for File Shares,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
MinorVersion Property for Nodes,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
MountVolumeInfo Property for Physical Disks,,,Windows Clustering: Server Cluster API,Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Name Property for Groups,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
Name Property for Network Interfaces,,,Windows Clustering: Server Cluster API,Windows NT Server Enterprise Edition 4.0 SP3; Windows NT Server Enterprise Edition 4.0 SP4; Windows 2000 Advanced Server; Windows 2000 Data Center,,,,,property
